personid,fk_test,answers_id,gender,age,residence,education,SIknowledge,result_id,quizSI1,quizSI2,quizSI3,quizSI4,quizSI5,quizSI6,answers_id,have_met,SIvsSystemy,feelings,EasyToFind,EasyToFindExample1,EasyToFindExample2,EasyToFindExample3,EasyToFindExample4,EasyToFindExample5,EasyToFindExample6,are_useful,fear,endangered,linkMonitoring1,linkMonitoring2,linkMonitoring3,linkMonitoring4,linkMonitoring5,linkMonitoring6,is_good,is_affecting,would_you_accept,is_helping,emotional_disorders
76,76,76,male,18-25,wies,sred,TRUE,76,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,76,TRUE,TRUE,Neutr,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0zmian
77,77,77,male,18-25,500k+,studia,TRUE,77,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,77,FALSE,TRUE,Neutr,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,RaczNegat
78,78,78,other,<18,500k+,sred,TRUE,78,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,78,FALSE,TRUE,Negat,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,IDK,0zmian
79,79,79,male,<18,500k+,sred,TRUE,79,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,79,FALSE,TRUE,Neutr,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,IDK,0zmian
80,80,80,male,<18,500k+,sred,TRUE,80,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80,FALSE,TRUE,Neutr,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,IDK,0zmian
81,81,81,male,18-25,500k+,sred,TRUE,81,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,81,FALSE,TRUE,Negat,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,ZdecydNegat
82,82,82,female,<18,500k+,sred,TRUE,82,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,82,TRUE,TRUE,Neutr,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,RaczNegat
83,83,83,female,18-25,wies,studia,TRUE,83,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,83,FALSE,FALSE,Neutr,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,IDK,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RaczPozyt
84,84,84,male,18-25,50-100k,studia,TRUE,84,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,84,FALSE,TRUE,Neutr,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,RaczNegat
85,85,85,male,18-25,wies,studia,TRUE,85,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,85,TRUE,TRUE,Neutr,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,IDK,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,RaczPozyt
86,86,86,male,<18,500k+,podst,TRUE,86,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,86,FALSE,TRUE,Neutr,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,IDK,RaczPozyt
87,87,87,male,<18,500k+,podst,TRUE,87,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,87,FALSE,TRUE,Neutr,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,IDK,RaczPozyt
88,88,88,female,18-25,500k+,sred,TRUE,88,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,88,FALSE,TRUE,Neutr,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,IDK,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,RaczPozyt
89,89,89,female,<18,500k+,podst,TRUE,89,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,89,FALSE,TRUE,Pozyt,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,IDK,ZdecydNegat
90,90,90,female,18-25,500k+,studia,TRUE,90,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,90,TRUE,TRUE,Pozyt,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,RaczPozyt
91,91,91,male,18-25,500k+,studia,TRUE,91,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,91,TRUE,TRUE,Neutr,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,IDK,RaczPozyt
92,92,92,female,18-25,100-500k,studia,TRUE,92,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,92,FALSE,TRUE,Neutr,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,IDK,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,RaczNegat
93,93,93,female,18-25,100-500k,studia,TRUE,93,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,93,FALSE,TRUE,Neutr,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,IDK,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,RaczNegat
94,94,94,female,18-25,500k+,studia,TRUE,94,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,94,TRUE,TRUE,Neutr,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,IDK,0zmian
95,95,95,female,18-25,500k+,sred,TRUE,95,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,95,FALSE,TRUE,Neutr,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,RaczPozyt
96,96,96,female,18-25,500k+,wyz,TRUE,96,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,96,TRUE,TRUE,Pozyt,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0zmian
97,97,97,male,18-25,100-500k,zawod,TRUE,97,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,97,TRUE,TRUE,Pozyt,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,IDK,RaczPozyt
98,98,98,male,18-25,500k+,wyz,TRUE,98,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,98,TRUE,TRUE,Neutr,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,RaczNegat
99,99,99,female,18-25,0-50k,sred,TRUE,99,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,99,FALSE,FALSE,Neutr,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,IDK,ZdecydNegat
100,100,100,male,18-25,500k+,studia,TRUE,100,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,100,TRUE,TRUE,Negat,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,IDK,RaczNegat
101,101,101,male,18-25,0-50k,studia,TRUE,101,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,101,TRUE,TRUE,Neutr,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,IDK,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,IDK,RaczPozyt
102,102,102,female,18-25,50-100k,wyz,TRUE,102,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,102,TRUE,TRUE,Neutr,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,IDK,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,IDK,0zmian
103,103,103,female,18-25,500k+,studia,TRUE,103,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,103,TRUE,TRUE,Neutr,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0zmian
104,104,104,female,18-25,500k+,studia,TRUE,104,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,104,TRUE,TRUE,Neutr,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,IDK,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,IDK,RaczNegat
105,105,105,male,18-25,wies,studia,TRUE,105,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,105,FALSE,TRUE,Neutr,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,IDK,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,IDK,ZdecydNegat
106,106,106,male,18-25,500k+,studia,TRUE,106,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,106,TRUE,TRUE,Pozyt,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,IDK,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,IDK,0zmian
107,107,107,female,18-25,500k+,sred,TRUE,107,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,107,FALSE,TRUE,Pozyt,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,RaczPozyt
108,108,108,male,18-25,500k+,studia,TRUE,108,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,108,TRUE,FALSE,Negat,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,IDK,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,IDK,RaczNegat
109,109,109,male,18-25,500k+,wyz,TRUE,109,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,109,TRUE,TRUE,Pozyt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,RaczPozyt
110,110,110,male,18-25,0-50k,gim,TRUE,110,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,110,FALSE,TRUE,Neutr,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,IDK,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,IDK,RaczPozyt
111,111,111,male,18-25,500k+,studia,TRUE,111,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,111,FALSE,TRUE,Neutr,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,IDK,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,RaczPozyt
112,112,112,male,18-25,50-100k,sred,TRUE,112,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,112,TRUE,TRUE,Neutr,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0zmian
